"","Length","OpCode","Species","Family","Genus","Code","deployment_ID"
"74",400.521,"PAM_2049","Thicklip_mullet","Mugilidae","Chelon",126977,"2049"
"75",418.555,"PAM_2049","Thicklip_mullet","Mugilidae","Chelon",126977,"2049"
"76",143.03,"PAM_2049","Edible_crab","Cancridae","Cancer",107276,"2049"
"77",122.414,"PAM_2049","Edible_crab","Cancridae","Cancer",107276,"2049"
"78",48.248,"PAM_2049","Corkwing_wrasse","Labridae","Symphodus",273571,"2049"
"79",122.165,"PAM_2049","Pollack","Gadidae","Pollachius",126440,"2049"
"80",86.278,"PAM_2049","Pollack","Gadidae","Pollachius",126440,"2049"
"81",93.161,"PAM_2049","Pollack","Gadidae","Pollachius",126440,"2049"
"82",80.283,"PAM_2049","Shore_crab","Carcinidae","Carcinus",107381,"2049"
"83",81.62,"PAM_2049","Shore_crab","Carcinidae","Carcinus",107381,"2049"
"84",99.267,"PAM_2049","Shore_crab","Carcinidae","Carcinus",107381,"2049"
"85",98.214,"PAM_2051","Pollack","Gadidae","Pollachius",126440,"2051"
"86",87.598,"PAM_2051","Pollack","Gadidae","Pollachius",126440,"2051"
"87",110.903,"PAM_2051","Pollack","Gadidae","Pollachius",126440,"2051"
"88",274.304,"PAM_2051","Ballan_wrasse","Labridae","Labrus",126965,"2051"
"89",231.694,"PAM_2051","Ballan_wrasse","Labridae","Labrus",126965,"2051"
"90",119.486,"PAM_2051","Corkwing_wrasse","Labridae","Symphodus",273571,"2051"
"91",139.189,"PAM_2051","Corkwing_wrasse","Labridae","Symphodus",273571,"2051"
"92",199.074,"PAM_2051","Corkwing_wrasse","Labridae","Symphodus",273571,"2051"
"93",66.985,"PAM_2051","Red_mullet","Mullidae","Mullus",126986,"2051"
"94",150.316,"PAM_2053","Pollack","Gadidae","Pollachius",126440,"2053"
"95",171.898,"PAM_2053","Pollack","Gadidae","Pollachius",126440,"2053"
"96",50.059,"PAM_2053","Rock_cook","Labridae","Centrolabrus",126961,"2053"
"97",672.252,"PAM_2053","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",105815,"2053"
"98",192.398,"PAM_2053","Ballan_wrasse","Labridae","Labrus",126965,"2053"
"99",218.543,"PAM_2053","Ballan_wrasse","Labridae","Labrus",126965,"2053"
"100",230.175,"PAM_2053","Ballan_wrasse","Labridae","Labrus",126965,"2053"
"101",663.221,"PAM_2053","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",105815,"2053"
"102",114.827,"PAM_2053","Corkwing_wrasse","Labridae","Symphodus",273571,"2053"
"103",117.791,"PAM_2053","Corkwing_wrasse","Labridae","Symphodus",273571,"2053"
"104",97.261,"PAM_2053","Corkwing_wrasse","Labridae","Symphodus",273571,"2053"
"105",282.771,"PAM_2054","Ballan_wrasse","Labridae","Labrus",126965,"2054"
"106",240.984,"PAM_2054","Ballan_wrasse","Labridae","Labrus",126965,"2054"
"107",343.143,"PAM_2054","Atlantic_mackerel","Scombridae","Scomber",127023,"2054"
"108",95.089,"PAM_2054","Pollack","Gadidae","Pollachius",126440,"2054"
"109",639.711,"PAM_2054","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",105815,"2054"
"110",142.4,"PAM_2054","Corkwing_wrasse","Labridae","Symphodus",273571,"2054"
"111",163.471,"PAM_2054","Corkwing_wrasse","Labridae","Symphodus",273571,"2054"
"112",133.165,"PAM_2054","Corkwing_wrasse","Labridae","Symphodus",273571,"2054"
"113",81.716,"PAM_2054","Fifteen_spined_stickleback","Gasterosteidae","Spinachia",126508,"2054"
"114",175.187,"PAM_2055","Ballan_wrasse","Labridae","Labrus",126965,"2055"
"115",180.39,"PAM_2055","Corkwing_wrasse","Labridae","Symphodus",273571,"2055"
"116",108.885,"PAM_2055","Pollack","Gadidae","Pollachius",126440,"2055"
"117",104.569,"PAM_2055","Pollack","Gadidae","Pollachius",126440,"2055"
"118",111.981,"PAM_2055","Pollack","Gadidae","Pollachius",126440,"2055"
"119",102.338,"PAM_2055","Pollack","Gadidae","Pollachius",126440,"2055"
"120",194.17,"PAM_2056","Corkwing_wrasse","Labridae","Symphodus",273571,"2056"
"121",187.852,"PAM_2056","Ballan_wrasse","Labridae","Labrus",126965,"2056"
"122",144.433,"PAM_2056","Pollack","Gadidae","Pollachius",126440,"2056"
"123",91.379,"PAM_2056","Pollack","Gadidae","Pollachius",126440,"2056"
"124",130.363,"PAM_2056","Pollack","Gadidae","Pollachius",126440,"2056"
"125",135.182,"PAM_2056","Pollack","Gadidae","Pollachius",126440,"2056"
"126",53.571,"PAM_2058","Corkwing_wrasse","Labridae","Symphodus",273571,"2058"
"127",72.13,"PAM_2058","Ballan_wrasse","Labridae","Labrus",126965,"2058"
"128",78.893,"PAM_2058","Shore_crab","Carcinidae","Carcinus",107381,"2058"
"129",66.537,"PAM_2058","Shore_crab","Carcinidae","Carcinus",107381,"2058"
"130",87.518,"PAM_2058","Shore_crab","Carcinidae","Carcinus",107381,"2058"
"131",60.037,"PAM_2058","Shore_crab","Carcinidae","Carcinus",107381,"2058"
"132",69.86,"PAM_2058","Shore_crab","Carcinidae","Carcinus",107381,"2058"
"133",70.064,"PAM_2058","sp1","Gadidae","Maja",NA,"2058"
"134",67.646,"PAM_2058","sp1","Gadidae","Maja",NA,"2058"
"135",75.246,"PAM_2058","Pollack","Gadidae","Pollachius",126440,"2058"
"136",96.442,"PAM_2058","Pollack","Gadidae","Pollachius",126440,"2058"
"137",74.914,"PAM_2058","Pollack","Gadidae","Pollachius",126440,"2058"
"138",82.435,"PAM_2058","Pollack","Gadidae","Pollachius",126440,"2058"
"139",130.452,"2059","Edible_crab","Cancridae","Cancer",107276,"2059"
"140",119.791,"2059","Corkwing_wrasse","Labridae","Symphodus",273571,"2059"
"141",254.342,"2059","Corkwing_wrasse","Labridae","Symphodus",273571,"2059"
"142",116.364,"2059","Pollack","Gadidae","Pollachius",126440,"2059"
"143",99.052,"2059","Pollack","Gadidae","Pollachius",126440,"2059"
"144",92.2,"2059","Pollack","Gadidae","Pollachius",126440,"2059"
"145",626.717,"2059","Ballan_wrasse","Labridae","Labrus",126965,"2059"
"146",610.97,"2059","Ballan_wrasse","Labridae","Labrus",126965,"2059"
"147",150.056,"PAM_2060","Corkwing_wrasse","Labridae","Symphodus",273571,"2060"
"148",242.184,"PAM_2060","Pollack","Gadidae","Pollachius",126440,"2060"
"149",245.379,"PAM_2060","Pollack","Gadidae","Pollachius",126440,"2060"
"150",538.034,"PAM_2060","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",105815,"2060"
"151",119.83,"PAM_2060","Corkwing_wrasse","Labridae","Symphodus",273571,"2060"
"152",391.757,"PAM_2060","Ballan_wrasse","Labridae","Labrus",126965,"2060"
"153",67.708,"PAM_2061","Red_mullet","Mullidae","Mullus",126986,"2061"
"154",70.913,"PAM_2061","Black_seabream","Sparidae","Spondyliosoma",127066,"2061"
"155",68.204,"PAM_2061","Black_seabream","Sparidae","Spondyliosoma",127066,"2061"
"156",110.671,"PAM_2061","Pollack","Gadidae","Pollachius",126440,"2061"
"157",50.568,"PAM_2061","Red_mullet","Mullidae","Mullus",126986,"2061"
"158",53.07,"PAM_2061","Red_mullet","Mullidae","Mullus",126986,"2061"
"159",53.378,"PAM_2061","Red_mullet","Mullidae","Mullus",126986,"2061"
"160",52.609,"PAM_2061","Red_mullet","Mullidae","Mullus",126986,"2061"
"161",49.194,"PAM_2061","Red_mullet","Mullidae","Mullus",126986,"2061"
"162",211.588,"PAM_2061","Ballan_wrasse","Labridae","Labrus",126965,"2061"
"163",132.569,"PAM_2062","Pollack","Gadidae","Pollachius",126440,"2062"
"164",95.989,"PAM_2062","Pollack","Gadidae","Pollachius",126440,"2062"
"165",281.778,"PAM_2062","Ballan_wrasse","Labridae","Labrus",126965,"2062"
"166",133.683,"PAM_2062","Corkwing_wrasse","Labridae","Symphodus",273571,"2062"
"167",73.018,"PAM_2062","Pollack","Gadidae","Pollachius",126440,"2062"
"168",92.462,"PAM_2062","Pollack","Gadidae","Pollachius",126440,"2062"
"169",79.022,"PAM_2062","Pollack","Gadidae","Pollachius",126440,"2062"
"170",98.243,"PAM_2062","Pollack","Gadidae","Pollachius",126440,"2062"
"171",62.184,"PAM_2062","Pollack","Gadidae","Pollachius",126440,"2062"
"172",71.894,"PAM_2062","Pollack","Gadidae","Pollachius",126440,"2062"
"173",77.49,"PAM_2062","Pollack","Gadidae","Pollachius",126440,"2062"
"174",90.367,"PAM_2062","Pollack","Gadidae","Pollachius",126440,"2062"
"175",151.714,"PAM_2062","Corkwing_wrasse","Labridae","Symphodus",273571,"2062"
"176",201.243,"PAM_2062","Corkwing_wrasse","Labridae","Symphodus",273571,"2062"
"177",274.129,"PAM_2062","Corkwing_wrasse","Labridae","Symphodus",273571,"2062"
"178",96.588,"PAM_2062","Pollack","Gadidae","Pollachius",126440,"2062"
"179",79.945,"PAM_2062","Pollack","Gadidae","Pollachius",126440,"2062"
"180",84.853,"PAM_2062","Pollack","Gadidae","Pollachius",126440,"2062"
"181",85.021,"PAM_2062","Pollack","Gadidae","Pollachius",126440,"2062"
"182",266.314,"PAM_2062","Ballan_wrasse","Labridae","Labrus",126965,"2062"
"183",237.602,"PAM_2062","Ballan_wrasse","Labridae","Labrus",126965,"2062"
"184",198.657,"PAM_2063","Corkwing_wrasse","Labridae","Symphodus",273571,"2063"
"185",130.614,"PAM_2063","Ballan_wrasse","Labridae","Labrus",126965,"2063"
"186",734.394,"PAM_2063","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",105815,"2063"
"187",107.096,"PAM_2063","Rock_cook","Labridae","Centrolabrus",126961,"2063"
"188",651.032,"PAM_2063","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",105815,"2063"
"189",153.983,"PAM_2063","Edible_crab","Cancridae","Cancer",107276,"2063"
"190",184.317,"PAM_2063","Edible_crab","Cancridae","Cancer",107276,"2063"
"191",177.891,"PAM_2063","Pollack","Gadidae","Pollachius",126440,"2063"
"192",128.158,"PAM_2063","Pollack","Gadidae","Pollachius",126440,"2063"
"193",122.206,"PAM_2063","Pollack","Gadidae","Pollachius",126440,"2063"
"194",116.727,"PAM_2063","Pollack","Gadidae","Pollachius",126440,"2063"
"195",98.493,"PAM_2064","Pollack","Gadidae","Pollachius",126440,"2064"
"196",257.149,"PAM_2064","Pollack","Gadidae","Pollachius",126440,"2064"
"197",107.433,"PAM_2064","Pollack","Gadidae","Pollachius",126440,"2064"
"198",171.696,"PAM_2064","Corkwing_wrasse","Labridae","Symphodus",273571,"2064"
"199",134.611,"PAM_2064","Corkwing_wrasse","Labridae","Symphodus",273571,"2064"
"200",131.608,"PAM_2064","Corkwing_wrasse","Labridae","Symphodus",273571,"2064"
"201",62.96,"PAM_2064","Rock_cook","Labridae","Centrolabrus",126961,"2064"
"202",379.293,"PAM_2065","Ballan_wrasse","Labridae","Labrus",126965,"2065"
"203",231.436,"PAM_2065","Corkwing_wrasse","Labridae","Symphodus",273571,"2065"
"204",212.778,"PAM_2065","Corkwing_wrasse","Labridae","Symphodus",273571,"2065"
"205",1205.919,"PAM_2065","Conger_eel","Congridae","Conger",126285,"2065"
"206",127.257,"PAM_2065","Pollack","Gadidae","Pollachius",126440,"2065"
"207",95.871,"PAM_2065","Pollack","Gadidae","Pollachius",126440,"2065"
"208",234.059,"PAM_2065","Pollack","Gadidae","Pollachius",126440,"2065"
"209",141.91,"PAM_2065","Pollack","Gadidae","Pollachius",126440,"2065"
"210",93.148,"PAM_2065","Pollack","Gadidae","Pollachius",126440,"2065"
"211",427.727,"PAM_2067","Ballan_wrasse","Labridae","Labrus",126965,"2067"
"212",225.942,"PAM_2067","Corkwing_wrasse","Labridae","Symphodus",273571,"2067"
"213",92.257,"PAM_2067","Pollack","Gadidae","Pollachius",126440,"2067"
"214",90.909,"PAM_2067","Pollack","Gadidae","Pollachius",126440,"2067"
"215",778.433,"PAM_2067","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",105815,"2067"
"216",89.148,"PAM_2067","Shore_crab","Carcinidae","Carcinus",107381,"2067"
"217",87.406,"PAM_2070","Pollack","Gadidae","Pollachius",126440,"2070"
"218",105.311,"PAM_2070","Pollack","Gadidae","Pollachius",126440,"2070"
"219",104.37,"PAM_2070","Pollack","Gadidae","Pollachius",126440,"2070"
"220",75.363,"PAM_2070","Shore_crab","Carcinidae","Carcinus",107381,"2070"
"221",77.47,"PAM_2070","Shore_crab","Carcinidae","Carcinus",107381,"2070"
"222",153.485,"PAM_2070","Edible_crab","Cancridae","Cancer",107276,"2070"
"223",128.685,"PAM_2070","Corkwing_wrasse","Labridae","Symphodus",273571,"2070"
"224",399.705,"PAM_2070","Ballan_wrasse","Labridae","Labrus",126965,"2070"
"225",47.696,"PAM_2070","Goldsinny_wrasse","Labridae","Ctenolabrus",126964,"2070"
"226",167.327,"PAM_2071","European_pilchard","Clupeidae","Sardina",126421,"2071"
"227",195.669,"PAM_2071","European_pilchard","Clupeidae","Sardina",126421,"2071"
"228",136.486,"PAM_2071","Corkwing_wrasse","Labridae","Symphodus",273571,"2071"
"229",154.189,"PAM_2071","Corkwing_wrasse","Labridae","Symphodus",273571,"2071"
"230",94.778,"PAM_2071","Pollack","Gadidae","Pollachius",126440,"2071"
"231",76.245,"PAM_2071","Pollack","Gadidae","Pollachius",126440,"2071"
"232",75.243,"PAM_2071","Pollack","Gadidae","Pollachius",126440,"2071"
"233",73.593,"PAM_2071","Pollack","Gadidae","Pollachius",126440,"2071"
"234",87.792,"PAM_2071","Pollack","Gadidae","Pollachius",126440,"2071"
"235",99.463,"PAM_2071","Shore_crab","Carcinidae","Carcinus",107381,"2071"
"236",97.438,"PAM_2071","Shore_crab","Carcinidae","Carcinus",107381,"2071"
"237",80.583,"PAM_2071","Shore_crab","Carcinidae","Carcinus",107381,"2071"
"238",91.439,"PAM_2071","Shore_crab","Carcinidae","Carcinus",107381,"2071"
"239",120.111,"PAM_2072","Gilthead_bream","Sparidae","Sparus",151523,"2072"
"240",132.985,"PAM_2072","Gilthead_bream","Sparidae","Sparus",151523,"2072"
"241",130.596,"PAM_2072","Gilthead_bream","Sparidae","Sparus",151523,"2072"
"242",140.596,"PAM_2072","Gilthead_bream","Sparidae","Sparus",151523,"2072"
"243",121.983,"PAM_2072","Gilthead_bream","Sparidae","Sparus",151523,"2072"
"244",138.584,"PAM_2072","Gilthead_bream","Sparidae","Sparus",151523,"2072"
"245",71.736,"PAM_2072","Cuckoo_wrasse","Labridae","Labrus",151501,"2072"
"246",296.157,"PAM_2072","Ballan_wrasse","Labridae","Labrus",126965,"2072"
"247",194.348,"PAM_2072","Ballan_wrasse","Labridae","Labrus",126965,"2072"
"248",103.875,"PAM_2072","Corkwing_wrasse","Labridae","Symphodus",273571,"2072"
"249",153.887,"PAM_2072","European_pilchard","Clupeidae","Sardina",126421,"2072"
"250",144.38,"PAM_2072","European_pilchard","Clupeidae","Sardina",126421,"2072"
"251",142.069,"PAM_2072","European_pilchard","Clupeidae","Sardina",126421,"2072"
"252",133.041,"PAM_2072","European_pilchard","Clupeidae","Sardina",126421,"2072"
"253",142.156,"PAM_2072","European_pilchard","Clupeidae","Sardina",126421,"2072"
"254",151.603,"PAM_2072","European_pilchard","Clupeidae","Sardina",126421,"2072"
"255",148.197,"PAM_2072","Red_mullet","Mullidae","Mullus",126986,"2072"
"256",156.069,"PAM_2072","Red_mullet","Mullidae","Mullus",126986,"2072"
"257",175.807,"PAM_2072","Red_mullet","Mullidae","Mullus",126986,"2072"
"258",170.384,"PAM_2072","Red_mullet","Mullidae","Mullus",126986,"2072"
"259",153.544,"PAM_2072","Red_mullet","Mullidae","Mullus",126986,"2072"
"260",154.27,"PAM_2072","Red_mullet","Mullidae","Mullus",126986,"2072"
"261",170.627,"PAM_2072","Red_mullet","Mullidae","Mullus",126986,"2072"
"262",159.311,"PAM_2072","Red_mullet","Mullidae","Mullus",126986,"2072"
"263",161.997,"PAM_2072","Red_mullet","Mullidae","Mullus",126986,"2072"
"264",132.375,"PAM_2072","Red_mullet","Mullidae","Mullus",126986,"2072"
"265",185.652,"PAM_2072","Red_mullet","Mullidae","Mullus",126986,"2072"
"266",165.717,"PAM_2072","Red_mullet","Mullidae","Mullus",126986,"2072"
"267",127.959,"PAM_2072","Red_mullet","Mullidae","Mullus",126986,"2072"
"268",153.903,"PAM_2072","Red_mullet","Mullidae","Mullus",126986,"2072"
"269",166.16,"PAM_2072","Red_mullet","Mullidae","Mullus",126986,"2072"
"270",148.597,"PAM_2072","Red_mullet","Mullidae","Mullus",126986,"2072"
"271",168.843,"PAM_2072","Red_mullet","Mullidae","Mullus",126986,"2072"
"272",174.717,"PAM_2072","Red_mullet","Mullidae","Mullus",126986,"2072"
"273",162.957,"PAM_2072","Red_mullet","Mullidae","Mullus",126986,"2072"
"274",154.277,"PAM_2072","Red_mullet","Mullidae","Mullus",126986,"2072"
"275",445.997,"PAM_2072","Ballan_wrasse","Labridae","Labrus",126965,"2072"
"276",64.033,"PAM_2072","Pollack","Gadidae","Pollachius",126440,"2072"
"277",67.253,"PAM_2072","Pollack","Gadidae","Pollachius",126440,"2072"
"278",93.529,"PAM_2074","Pollack","Gadidae","Pollachius",126440,"2074"
"279",71.9,"PAM_2074","Pollack","Gadidae","Pollachius",126440,"2074"
"280",96.945,"PAM_2074","Pollack","Gadidae","Pollachius",126440,"2074"
"281",279.493,"PAM_2074","Ballan_wrasse","Labridae","Labrus",126965,"2074"
"282",217.56,"PAM_2074","Corkwing_wrasse","Labridae","Symphodus",273571,"2074"
"283",88.723,"PAM_2074","Shore_crab","Carcinidae","Carcinus",107381,"2074"
"284",151.682,"PAM_2075","Corkwing_wrasse","Labridae","Symphodus",273571,"2075"
"285",112.853,"PAM_2075","Corkwing_wrasse","Labridae","Symphodus",273571,"2075"
"286",343.01,"PAM_2078","Ballan_wrasse","Labridae","Labrus",126965,"2078"
"287",342.287,"PAM_2078","Ballan_wrasse","Labridae","Labrus",126965,"2078"
"288",138.464,"PAM_2078","Pollack","Gadidae","Pollachius",126440,"2078"
"289",594.047,"PAM_2078","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",105815,"2078"
"290",135.278,"PAM_2078","Edible_crab","Cancridae","Cancer",107276,"2078"
"291",217.278,"BEN_2082","Ballan_wrasse","Labridae","Labrus",126965,"2082"
"292",65.238,"BEN_2082","Black_seabream","Sparidae","Spondyliosoma",127066,"2082"
"293",196.994,"BEN_2082","Pollack","Gadidae","Pollachius",126440,"2082"
"294",268.941,"BEN_2082","Pollack","Gadidae","Pollachius",126440,"2082"
"295",70.553,"BEN_2082","Pollack","Gadidae","Pollachius",126440,"2082"
"296",173.029,"BEN_2082","Corkwing_wrasse","Labridae","Symphodus",273571,"2082"
"297",153.005,"BEN_2082","Corkwing_wrasse","Labridae","Symphodus",273571,"2082"
"298",149.58,"BEN_2082","Corkwing_wrasse","Labridae","Symphodus",273571,"2082"
"299",116.9,"BEN_2082","Corkwing_wrasse","Labridae","Symphodus",273571,"2082"
"300",69.116,"BEN_2082","Red_mullet","Mullidae","Mullus",126986,"2082"
"301",68.406,"BEN_2082","Red_mullet","Mullidae","Mullus",126986,"2082"
"302",71.112,"BEN_2082","Red_mullet","Mullidae","Mullus",126986,"2082"
"303",405.736,"BEN_3004","Pollack","Gadidae","Pollachius",126440,"3004"
"304",215.926,"BEN_3004","Pollack","Gadidae","Pollachius",126440,"3004"
"305",400.217,"BEN_3004","Pollack","Gadidae","Pollachius",126440,"3004"
"306",179.664,"BEN_3004","Ballan_wrasse","Labridae","Labrus",126965,"3004"
"307",244.892,"BEN_3004","Cuckoo_wrasse","Labridae","Labrus",151501,"3004"
"308",140.51,"BEN_3004","Goldsinny_wrasse","Labridae","Ctenolabrus",126964,"3004"
"309",249.369,"BEN_3004","Cuckoo_wrasse","Labridae","Labrus",151501,"3004"
"310",139.868,"BEN_3004","European_lobster","Nephropidae","Homarus",107253,"3004"
"311",170.573,"BEN_3004","Poor_cod","Gadidae","Trisopterus",126445,"3004"
"312",309.018,"BEN_3005","Pollack","Gadidae","Pollachius",126440,"3005"
"313",360.462,"BEN_3005","Pollack","Gadidae","Pollachius",126440,"3005"
"314",322.718,"BEN_3005","Pollack","Gadidae","Pollachius",126440,"3005"
"315",352.454,"BEN_3005","Pollack","Gadidae","Pollachius",126440,"3005"
"316",351.42,"BEN_3005","Pollack","Gadidae","Pollachius",126440,"3005"
"317",334.95,"BEN_3005","Pollack","Gadidae","Pollachius",126440,"3005"
"318",348.813,"BEN_3005","Pollack","Gadidae","Pollachius",126440,"3005"
"319",349.882,"BEN_3005","Pollack","Gadidae","Pollachius",126440,"3005"
"320",365.04,"BEN_3005","Pollack","Gadidae","Pollachius",126440,"3005"
"321",352.235,"BEN_3005","Pollack","Gadidae","Pollachius",126440,"3005"
"322",320.203,"BEN_3005","Pollack","Gadidae","Pollachius",126440,"3005"
"323",210.677,"BEN_3005","Cuckoo_wrasse","Labridae","Labrus",151501,"3005"
"324",263.99,"BEN_3005","Cuckoo_wrasse","Labridae","Labrus",151501,"3005"
"325",116.151,"BEN_3005","Goldsinny_wrasse","Labridae","Ctenolabrus",126964,"3005"
"326",595.176,"BEN_3005","Small_spotted_catshark","Scyliorhinidae","Scyliorhinus",105815,"3005"
"327",215.445,"BEN_3005","Poor_cod","Gadidae","Trisopterus",126445,"3005"
"328",106.626,"BEN_3005","Common_spiny_lobster","Palinuridae","Palinurus",107703,"3005"
